172,98.75,0.00962935
173,98.75,0.00959038
174,98.75,0.00955221
175,98.75,0.00951482
176,98.75,0.00947818
177,98.75,0.00944229
178,98.75,0.00940711
179,98.75,0.00937262
180,98.75,0.00933882
181,98.75,0.00930567
182,98.75,0.00927316
183,98.75,0.00924128
184,98.75,0.00921
185,98.75,0.00917931
186,98.75,0.0091492
187,98.75,0.00911965
188,98.75,0.00909064
189,98.75,0.00906216
190,98.75,0.0090342
191,98.75,0.00900675
192,98.75,0.00897978
193,98.75,0.0089533
194,98.75,0.00892728
195,98.75,0.00890171
196,98.75,0.00887659
197,98.75,0.00885191
198,98.75,0.00882764
199,98.75,0.00880379
200,98.75,0.00878034
201,98.75,0.00875728
202,98.75,0.0087346
203,98.75,0.0087123
204,98.75,0.00869037
205,98.75,0.00866879
206,98.75,0.00864756
207,98.75,0.00862667
208,98.75,0.00860611
209,98.75,0.00858588
210,98.75,0.00856597
211,98.75,0.00854637
212,98.75,0.00852707
213,98.75,0.00850807
214,98.75,0.00848936
215,98.75,0.00847093
216,98.75,0.00845279
217,98.75,0.00843491
218,98.75,0.0084173
219,98.75,0.00839995
220,98.75,0.00838286
221,98.75,0.00836602
222,98.75,0.00834942
223,98.75,0.00833306
224,98.75,0.00831693
225,98.75,0.00830104
226,98.75,0.00828537
227,98.75,0.00826992
228,98.75,0.00825468
229,98.75,0.00823966
230,98.75,0.00822484
231,98.75,0.00821023
232,98.75,0.00819582
233,98.75,0.0081816
234,98.75,0.00816758
235,98.75,0.00815374
236,98.75,0.00814008
237,98.75,0.00812661
238,98.75,0.00811332
239,98.75,0.00810019
240,98.75,0.00808724
241,98.75,0.00807446
242,98.75,0.00806184
243,98.75,0.00804938
244,98.75,0.00803708
245,98.75,0.00802494
246,98.75,0.00801295
247,98.75,0.0080011
248,98.75,0.00798941
249,98.75,0.00797786
250,98.75,0.00796645
251,98.75,0.00795518
252,98.75,0.00794405
253,98.75,0.00793305
254,98.75,0.00792219
255,98.75,0.00791145
256,98.75,0.00790084
257,98.75,0.00789036
258,98.75,0.00788
259,98.75,0.00786976
260,98.75,0.00785964
261,98.75,0.00784964
262,98.75,0.00783976
263,98.75,0.00782998
264,98.75,0.00782032
265,98.75,0.00781077
266,98.75,0.00780132
267,98.75,0.00779198
268,98.75,0.00778275
269,98.75,0.00777362
270,98.75,0.00776459
271,98.75,0.00775566
272,98.75,0.00774682
273,98.75,0.00773808
274,98.75,0.00772944
275,98.75,0.00772089
276,98.75,0.00771243
277,98.75,0.00770407
278,98.75,0.00769579
279,98.75,0.0076876
280,98.75,0.00767949
281,98.75,0.00767147
282,98.75,0.00766353
283,98.75,0.00765568
284,98.75,0.00764791
285,98.75,0.00764021
286,98.75,0.0076326
287,98.75,0.00762506
288,98.75,0.0076176
289,98.75,0.00761022
290,98.75,0.0076029
291,98.75,0.00759567
292,98.75,0.0075885
293,98.75,0.00758141
294,98.75,0.00757438
295,98.75,0.00756742
296,98.75,0.00756054
297,98.75,0.00755371
298,98.75,0.00754696
299,98.75,0.00754027
300,98.75,0.00753364
